CvM,AD,PQ-PQ
0.04906971363399937,0.3704869294646581,0.2645465566434009
0.049767158699080466,0.371293044242062,0.2671236418785254
0.04990534607987529,0.3719982689675301,0.26884336438280554
0.050685132762910964,0.37290481371021406,0.2691775248123637
0.05083065403561476,0.3730126581782013,0.26947892778765004
0.051217351107102974,0.3731422812001982,0.2716003358651756
0.05135189244652945,0.3734044619529705,0.2739556799746657
0.05149877684864891,0.3748004819792235,0.2739573072065389
0.051528300809078234,0.37566746185400346,0.2742635106838096
0.05172056717469662,0.38015509388030566,0.27461935386988595
0.05179029732266444,0.38180609300069834,0.27592696752781637
0.05189757170492754,0.38239332882456656,0.27600049097363855
0.05195155356906888,0.38300924458348307,0.27631994631283713
0.052147058712357294,0.38328872633120137,0.27690992364658246
0.0522308360076231,0.38356292181400836,0.27697367883343615
0.05239458497244658,0.38372229145340125,0.2771470299779753
0.052598662417233245,0.38406132243095154,0.2779521118106481
0.052642245175385335,0.384215746753311,0.2814430726805034
0.05283289605733983,0.3849085521960688,0.28201290996788275
0.05288003445385693,0.3856433178966579,0.28284986723959943
0.05289826900094219,0.38639952741121775,0.2834971741436937
0.05309347756625929,0.38696036176853293,0.2838619600045763
0.053134443603625854,0.3876620747638745,0.28417861538328676
0.053161914299093296,0.38803966708674004,0.2841809068920539
0.05322637020425803,0.3883431230522123,0.28441352010896503
0.05333878838494666,0.3891279102663792,0.2849726513425134
0.05336954223316499,0.39004114798605594,0.2849952936179167
0.05382228502021136,0.39045139876462825,0.2886157714125502
0.05398544335663238,0.3914298914441044,0.28929714976091697
0.0541249436382049,0.3959880374323653,0.2928467548386823
0.054229848638057285,0.39622494181026274,0.2932105923439093
0.05465749906300711,0.39666193663604554,0.29480811455288747
0.05476350987313231,0.3985401837558275,0.2957893745577424
0.05507777450576946,0.39874107886404464,0.2968997372293651
0.05515002079442309,0.39963225291407406,0.29774065318956294
0.0551977020628108,0.39973191532234803,0.2983075915302785
0.05526338027931145,0.40053764974910144,0.29851656343107086
0.05578408822088385,0.40109851461597956,0.29869791246392996
0.056041100493667916,0.4024017170105696,0.29971754704718967
0.056118879510986305,0.40499040545563086,0.30241637600873084
0.05630843245430823,0.4054189158492927,0.30262075854297693
0.05632259916315109,0.40562653949401944,0.30283128541730425
0.05644242977125908,0.4061893770486748,0.30406750368005786
0.056529304189353556,0.4065448619794822,0.3045151569920633
0.05658982192273619,0.40709194419840705,0.30454212020012456
0.0569218523753875,0.4071183567846911,0.30493434702114514
0.05695464562417917,0.4087526742704096,0.3049858644858576
0.05698159108943878,0.4091297874705517,0.30503068956713436
0.05698621979174743,0.411766333021297,0.30582262516723185
0.056991428818745374,0.41204804909790516,0.30604283860948495
0.056992311084069665,0.412679486817058,0.3062394959191321
0.05702864063932677,0.412904899375191,0.30708219989063884
0.05706004813093563,0.4129551456776091,0.3075290179484325
0.05707050824330843,0.41345240831954627,0.3075807975027852
0.057266949925282765,0.4141110932040931,0.3079021495832495
0.05756828116320408,0.41482622342511205,0.308429697638597
0.05761622056526794,0.41511453338161447,0.30892582415869324
0.057774392219418276,0.41528148342125754,0.3111785649458196
0.05820529679865798,0.4158731558204255,0.3126491284653435
0.058449183437024106,0.41656633537248744,0.3126989546394475
0.05869761140649893,0.41731354936754145,0.3127946817221045
0.058748529678748225,0.4188458561487121,0.313623274331516
0.058817597924187705,0.4213450608907428,0.31486058765991815
